Provinsi,Kota,Jumlah AHH,AHH,Jumlah RLS,RLS,Jumlah HLS,HLS,Pengeluaran,PPK,Jumlah IPM,IPM
Aceh,Simeuleu,"69,57",Sedang,"9,81",Sedang,"14,28",Tinggi,"7.686,00",Rendah,"68,06",Sedang
Aceh,Aceh Singkil,"69,85",Sedang,"8,7",Sedang,"14,35",Tinggi,"9.374,00",Sedang,"70,14",Tinggi
Aceh,Aceh Selatan,"70,33",Tinggi,"8,91",Sedang,"14,7",Tinggi,"8.712,00",Sedang,"68,44",Sedang
Aceh,Aceh Tenggara,"72,62",Tinggi,"10,09",Tinggi,"14,27",Tinggi,"8.566,00",Sedang,"71,05",Tinggi
Aceh,Aceh Timur,"72,13",Tinggi,"8,47",Sedang,"13,07",Tinggi,"9.436,00",Sedang,"69,32",Sedang
Aceh,Aceh Tengah,"72,93",Tinggi,"9,89",Sedang,"14,85",Tinggi,"11.323,00",Tinggi,"74,6",Tinggi
Aceh,Aceh Barat,"71,89",Tinggi,"9,98",Sedang,"14,64",Tinggi,"10.085,00",Tinggi,"72,88",Tinggi
Aceh,Aceh Besar,"73,11",Tinggi,"10,36",Tinggi,"14,76",Tinggi,"10.309,00",Tinggi,"74,53",Tinggi
Aceh,Pidie,"69,88",Sedang,"9,03",Sedang,"14,5",Tinggi,"10.584,00",Tinggi,"71,66",Tinggi
Aceh,Bireuen,"73,66",Tinggi,"9,32",Sedang,"14,87",Tinggi,"9.758,00",Sedang,"73,63",Tinggi
Aceh,Acceh Utara,"72,63",Tinggi,"8,85",Sedang,"14,74",Tinggi,"8.970,00",Sedang,"70,87",Tinggi
Aceh,Aceh Barat Daya,"70,47",Tinggi,"8,77",Sedang,"13,67",Tinggi,"9.043,00",Sedang,"68,07",Sedang
Aceh,Gayo Lues,"69,8",Sedang,"8,42",Sedang,"14,34",Tinggi,"9.407,00",Sedang,"68,93",Sedang
Aceh,Aceh Tamiang,"73,63",Tinggi,"9,24",Sedang,"14,23",Tinggi,"9.050,00",Sedang,"71,35",Tinggi
Aceh,Nagan Raya,"72,53",Tinggi,"8,96",Sedang,"14,17",Tinggi,"9.062,00",Sedang,"70,78",Tinggi
Aceh,Aceh Jaya,"70,76",Tinggi,"8,74",Sedang,"14,02",Tinggi,"10.461,00",Tinggi,"70,88",Tinggi
Aceh,Bener Meriah,"72,85",Tinggi,"10,12",Tinggi,"13,72",Tinggi,"11.855,00",Tinggi,"74,49",Tinggi
Aceh,Pidie Jaya,"73,16",Tinggi,"9,58",Sedang,"14,99",Tinggi,"11.005,00",Tinggi,"74,8",Tinggi
Aceh,Kota Banda Aceh,"75,02",Tinggi,"13,04",Tinggi,"17,93",Tinggi,"17.521,00",Tinggi,"86,69",Sangat Tinggi
Aceh,Kota Sabang,"73,34",Tinggi,"11,2",Tinggi,"14,68",Tinggi,"12.137,00",Tinggi,"77,52",Tinggi
Aceh,Kota Langsa,"73,98",Tinggi,"11,27",Tinggi,"15,7",Tinggi,"12.678,00",Tinggi,"78,36",Tinggi
Aceh,Kota Lhokseumawe,"74,76",Tinggi,"11,27",Tinggi,"15,54",Tinggi,"12.125,00",Tinggi,"78,92",Tinggi
Aceh,Kota Subulussalam,"69,68",Sedang,"8,32",Sedang,"15,06",Tinggi,"8.065,00",Sedang,"67,1",Sedang
Sumatera Utara,Nias,"71,74",Tinggi,"6,14",Rendah,"13,3",Tinggi,"7.301,00",Rendah,"64,56",Sedang
Sumatera Utara,Mandailing Natal,"71,72",Tinggi,"8,84",Sedang,"13,86",Tinggi,"10.251,00",Tinggi,"68,56",Sedang
Sumatera Utara,Tapanuli Selatan,"71,61",Tinggi,"9,51",Sedang,"13,58",Tinggi,"11.829,00",Tinggi,"71,55",Tinggi
Sumatera Utara,Tapanuli Tengah,"71,76",Tinggi,"8,87",Sedang,"13,49",Tinggi,"10.690,00",Tinggi,"70,91",Tinggi
Sumatera Utara,Tapanuli Utara,"74,1",Tinggi,"10,09",Tinggi,"13,73",Tinggi,"12.115,00",Tinggi,"74,65",Tinggi
Sumatera Utara,Toba Samosir,"74,22",Tinggi,"10,59",Tinggi,"13,59",Tinggi,"12.676,00",Tinggi,"76,38",Tinggi
Sumatera Utara,Labuhan Batu,"72,88",Tinggi,"9,49",Sedang,"13,25",Tinggi,"11.670,00",Tinggi,"73,69",Tinggi
Sumatera Utara,Asahan,"73,39",Tinggi,"8,83",Sedang,"12,64",Tinggi,"11.795,00",Tinggi,"71,56",Tinggi
Sumatera Utara,Simalungun,"74,08",Tinggi,"9,72",Sedang,"12,82",Tinggi,"11.746,00",Tinggi,"74,29",Tinggi
Sumatera Utara,Dairi,"74,13",Tinggi,"9,88",Sedang,"13,32",Tinggi,"10.969,00",Tinggi,"73,27",Tinggi
Sumatera Utara,karo,"74,16",Tinggi,"10,03",Tinggi,"13,25",Tinggi,"12.779,00",Tinggi,"75,98",Tinggi
Sumatera Utara,Deli Serdang,"73,65",Tinggi,"10,28",Tinggi,"13,39",Tinggi,"12.890,00",Tinggi,"76,52",Tinggi
Sumatera Utara,Langkat,"74,14",Tinggi,"8,73",Sedang,"13,27",Tinggi,"11.632,00",Tinggi,"72,21",Tinggi
Sumatera Utara,Nias Selatan,"71,61",Tinggi,"6,48",Rendah,"12,78",Tinggi,"7.299,00",Rendah,"64,12",Sedang
Sumatera Utara,Humbang Hasundutan,"74,07",Tinggi,"10,01",Tinggi,"13,32",Tinggi,"8.476,00",Sedang,"70,75",Tinggi
Sumatera Utara,Pakpak Bharat,"72,61",Tinggi,"9,61",Sedang,"13,9",Tinggi,"8.764,00",Sedang,"69,58",Sedang
Sumatera Utara,Samosir,"74,1",Tinggi,"9,47",Sedang,"13,51",Tinggi,"9.158,00",Sedang,"72,08",Tinggi
Sumatera Utara,Serdang Bedagai,"73,11",Tinggi,"8,85",Sedang,"12,64",Tinggi,"11.695,00",Tinggi,"71,75",Tinggi
Sumatera Utara,Batu Bara,"72,63",Tinggi,"8,5",Sedang,"13,11",Tinggi,"10.933,00",Tinggi,"70,31",Tinggi
Sumatera Utara,Padang Lawas Utara,"71,57",Tinggi,"9,55",Sedang,"13,53",Tinggi,"10.615,00",Tinggi,"71,63",Tinggi
Sumatera Utara,Padang Lawas Utara,"71,52",Tinggi,"9,43",Sedang,"13,7",Tinggi,"9.395,00",Sedang,"70,34",Tinggi
Sumatera Utara,Labuhan Batu Selatan,"72,46",Tinggi,"8,93",Sedang,"13,42",Tinggi,"11.950,00",Tinggi,"72,82",Tinggi
Sumatera Utara,Labuhan Batu Utara,"74,06",Tinggi,"8,87",Sedang,"13,57",Tinggi,"12.429,00",Tinggi,"73,63",Tinggi
Sumatera Utara,Nias Utara,"72,12",Tinggi,"6,85",Rendah,"13,36",Tinggi,"6.788,00",Rendah,"64,64",Sedang
Sumatera Utara,Nias Barat,"72,3",Tinggi,"7,07",Sedang,"12,98",Tinggi,"6.382,00",Rendah,"63,7",Sedang
Sumatera Utara,Kota Sibolga,"74,02",Tinggi,"10,44",Tinggi,"13,42",Tinggi,"12.285,00",Tinggi,"75,2",Tinggi
Sumatera Utara,Kota Tanjung Balai,"74,01",Tinggi,"9,68",Sedang,"13,14",Tinggi,"11.753,00",Tinggi,"70,59",Tinggi
Sumatera Utara,Kota Pematang Siantar,"74,75",Tinggi,"11,58",Tinggi,"14,6",Tinggi,"12.984,00",Tinggi,"80,46",Sangat Tinggi
Sumatera Utara,Kota Tebing Tinggi,"74,07",Tinggi,"10,86",Tinggi,"13,12",Tinggi,"13.385,00",Tinggi,"76,98",Tinggi
Sumatera Utara,Kota Medan,"74,76",Tinggi,"11,62",Tinggi,"14,78",Tinggi,"15.674,00",Tinggi,"82,19",Sangat Tinggi
Sumatera Utara,Kota Binjai,"74,18",Tinggi,"11,19",Tinggi,"14,17",Tinggi,"11.567,00",Tinggi,"77,6",Tinggi
Sumatera Utara,Kota Padang Sidimpuan,"73,54",Tinggi,"11,12",Tinggi,"14,59",Tinggi,"11.552,00",Tinggi,"76,44",Tinggi
Sumatera Utara,Kota Gunung Sitoli,"74,03",Tinggi,"8,65",Sedang,"13,78",Tinggi,"8.635,00",Sedang,"70,68",Tinggi
Sumatera Barat,Kepulauan Mentawai,"71,06",Tinggi,"7,76",Sedang,"12,9",Tinggi,"6.891,00",Rendah,"63,13",Sedang
Sumatera Barat,Pesisir Selatan,"73,27",Tinggi,"8,58",Sedang,"13,36",Tinggi,"9.953,00",Sedang,"71,44",Tinggi
Sumatera Barat,Solok,"72,31",Tinggi,"7,9",Sedang,"13,55",Tinggi,"10.717,00",Tinggi,"70,63",Tinggi
Sumatera Barat,Sijunjung,"72,59",Tinggi,"8,57",Sedang,"12,72",Tinggi,"11.018,00",Tinggi,"69,65",Sedang
Sumatera Barat,Tanah Datar,"74,19",Tinggi,"9,02",Sedang,"14,78",Tinggi,"10.905,00",Tinggi,"73,98",Tinggi
Sumatera Barat,Padang Pariaman,"73,77",Tinggi,"8,41",Sedang,"14,19",Tinggi,"11.432,00",Tinggi,"72,61",Tinggi
Sumatera Barat,Agam,"74,22",Tinggi,"9,22",Sedang,"13,89",Tinggi,"10.402,00",Tinggi,"73,98",Tinggi
Sumatera Barat,Lima Puluh Kota,"73,25",Tinggi,"8,12",Sedang,"13,41",Tinggi,"10.285,00",Tinggi,"70,7",Tinggi
Sumatera Barat,Pasaman,"72,04",Tinggi,"8,13",Sedang,"13,25",Tinggi,"8.908,00",Sedang,"68,13",Sedang
Sumatera Barat,Solok Selatan,"72,22",Tinggi,"8,69",Sedang,"12,8",Tinggi,"10.884,00",Tinggi,"70,58",Tinggi
Sumatera Barat,Dhamasraya,"74,04",Tinggi,"8,71",Sedang,"12,68",Tinggi,"11.901,00",Tinggi,"73,04",Tinggi
Sumatera Barat,Pasaman Barat,"72,44",Tinggi,"8,81",Sedang,"13,7",Tinggi,"9.538,00",Sedang,"70,19",Tinggi
Sumatera Barat,Kota Padang,"74,94",Tinggi,"11,62",Tinggi,"16,56",Tinggi,"15.089,00",Tinggi,"83,58",Sangat Tinggi
Sumatera Barat,Kota Solok,"74,56",Tinggi,"11,36",Tinggi,"14,36",Tinggi,"12.709,00",Tinggi,"79,58",Tinggi
Sumatera Barat,Kota Sawah Lunto,"73,79",Tinggi,"10,44",Tinggi,"13,69",Tinggi,"10.829,00",Tinggi,"74,42",Tinggi
Sumatera Barat,Kota Padang Panjang,"74,24",Tinggi,"11,94",Tinggi,"15,29",Tinggi,"11.310,00",Tinggi,"79,26",Tinggi
Sumatera Barat,Kota Bukit Tinggi,"75,33",Tinggi,"11,64",Tinggi,"15,01",Tinggi,"13.859,00",Tinggi,"81,78",Sangat Tinggi
Sumatera Barat,Kota Payakumbuh,"74,77",Tinggi,"10,88",Tinggi,"14,3",Tinggi,"13.978,00",Tinggi,"79,97",Tinggi
Sumatera Barat,Kota Pariaman,"74,2",Tinggi,"10,79",Tinggi,"14,79",Tinggi,"13.355,00",Tinggi,"78,13",Tinggi
Riau,Kuantan Singingi,"72,68",Tinggi,"8,9",Sedang,"13,37",Tinggi,"10.945,00",Tinggi,"71,67",Tinggi
Riau,Indragiri Hulu,"73,38",Tinggi,"8,42",Sedang,"12,59",Tinggi,"10.957,00",Tinggi,"71,04",Tinggi
Riau,Indragiri Hilir,"72,27",Tinggi,"7,31",Sedang,"12,2",Tinggi,"10.659,00",Tinggi,"67,98",Sedang
Riau,Pelalawan,"74,37",Tinggi,"8,73",Sedang,"12,9",Tinggi,"12.399,00",Tinggi,"73,59",Tinggi
Riau,Siak,"73,72",Tinggi,"9,88",Sedang,"12,86",Tinggi,"12.637,00",Tinggi,"74,98",Tinggi
Riau,Kampar,"74,29",Tinggi,"9,4",Sedang,"13,6",Tinggi,"11.662,00",Tinggi,"74,24",Tinggi
Riau,Rokan Hulu,"73,59",Tinggi,"8,81",Sedang,"12,88",Tinggi,"10.055,00",Tinggi,"71,02",Tinggi
Riau,Bengkalis,"73,88",Tinggi,"9,73",Sedang,"13,34",Tinggi,"12.153,00",Tinggi,"74,97",Tinggi
Riau,Rokan Hilir,"73,64",Tinggi,"8,52",Sedang,"12,88",Tinggi,"10.097,00",Tinggi,"70,78",Tinggi
Riau,Kepulauan Meranti,"72,14",Tinggi,"7,99",Sedang,"12,86",Tinggi,"8.613,00",Sedang,"67,28",Sedang
Riau,Kota Pekanbaru,"75,55",Tinggi,"11,94",Tinggi,"15,58",Tinggi,"14.983,00",Tinggi,"82,38",Sangat Tinggi
Riau,Kota Dumai,"73,31",Tinggi,"10,16",Tinggi,"13,33",Tinggi,"12.457,00",Tinggi,"75,66",Tinggi
Jambi,Kerinci,"73,18",Tinggi,"8,59",Sedang,"13,91",Tinggi,"10.965,00",Tinggi,"72,54",Tinggi
Jambi,Merangin,"73,97",Tinggi,"8,13",Sedang,"12,25",Tinggi,"10.969,00",Tinggi,"70,81",Tinggi
Jambi,Sarolangun,"73,46",Tinggi,"8,14",Sedang,"12,48",Tinggi,"12.392,00",Tinggi,"71,29",Tinggi
Jambi,Batang Hari,"74,48",Tinggi,"8,22",Sedang,"12,96",Tinggi,"10.528,00",Tinggi,"71,02",Tinggi
Jambi,Muaro Jambi,"74,55",Tinggi,"8,69",Sedang,"13,15",Tinggi,"9.525,00",Sedang,"71,04",Tinggi
Jambi,Tanjung Jabung Timur,"74,09",Tinggi,"7,43",Sedang,"12,2",Tinggi,"9.898,00",Sedang,"66,65",Sedang
Jambi,Tanjung Jabung Barat,"73,21",Tinggi,"8,31",Sedang,"12,67",Tinggi,"10.229,00",Tinggi,"69,35",Sedang
Jambi,Tebo,"73,45",Tinggi,"7,94",Sedang,"12,92",Tinggi,"10.894,00",Tinggi,"70,63",Tinggi
Jambi,Bungo,"73,76",Tinggi,"8,39",Sedang,"12,66",Tinggi,"12.224,00",Tinggi,"71,06",Tinggi
Jambi,Kota Jambi,"74,85",Tinggi,"11,32",Tinggi,"15,54",Tinggi,"12.783,00",Tinggi,"80,15",Sangat Tinggi
Jambi,Kota Sungai Penuh,"74,01",Tinggi,"10,36",Tinggi,"14,83",Tinggi,"11.027,00",Tinggi,"76,65",Tinggi
Sumatera Selatan,Ogan Komering Ulu,"73,44",Tinggi,"8,85",Sedang,"12,99",Tinggi,"10.859,00",Tinggi,"71,01",Tinggi
Sumatera Selatan,Ogan Komering Ilir,"74,09",Tinggi,"7,08",Sedang,"11,97",Sedang,"11.736,00",Tinggi,"68,65",Sedang
Sumatera Selatan,Muara Enim,"74,29",Tinggi,"8,14",Sedang,"12,01",Tinggi,"11.683,00",Tinggi,"70,24",Tinggi
Sumatera Selatan,Lahat,"73,36",Tinggi,"8,56",Sedang,"12,44",Tinggi,"10.811,00",Tinggi,"69,1",Sedang
Sumatera Selatan,Musi Rawas,"73,96",Tinggi,"7,56",Sedang,"12,22",Tinggi,"10.429,00",Tinggi,"68,26",Sedang
Sumatera Selatan,Musi Banyuasin,"74,22",Tinggi,"7,68",Sedang,"12,31",Tinggi,"10.862,00",Tinggi,"69,17",Sedang
Sumatera Selatan,Banyu Asin,"74,29",Tinggi,"7,46",Sedang,"12,09",Tinggi,"10.731,00",Tinggi,"68,65",Sedang
Sumatera Selatan,Ogan Komering Ulu Selatan,"73,21",Tinggi,"8,05",Sedang,"11,79",Sedang,"9.176,00",Sedang,"66,67",Sedang
Sumatera Selatan,Ogan Komering Ulu Timur,"74,31",Tinggi,"8,07",Sedang,"12,47",Tinggi,"12.046,00",Tinggi,"70,96",Tinggi
Sumatera Selatan,Ogan Ilir,"73,2",Tinggi,"8,08",Sedang,"12,41",Tinggi,"11.456,00",Tinggi,"68,76",Sedang
Sumatera Selatan,Empat Lawang,"70,81",Tinggi,"7,66",Sedang,"12,1",Tinggi,"10.375,00",Tinggi,"66,68",Sedang
Sumatera Selatan,Penukal Abab Lematang Ilir,"73,84",Tinggi,"7,08",Sedang,"12,49",Tinggi,"9.139,00",Sedang,"66,64",Sedang
Sumatera Selatan,Musi Rawas Utara,"73,01",Tinggi,"7,5",Sedang,"11,7",Sedang,"10.631,00",Tinggi,"66,6",Sedang
Sumatera Selatan,Kota Palembang,"75,37",Tinggi,"10,92",Tinggi,"14,45",Tinggi,"15.592,00",Tinggi,"80,02",Sangat Tinggi
Sumatera Selatan,Kota Prabumulih,"74,58",Tinggi,"10,35",Tinggi,"13,31",Tinggi,"13.494,00",Tinggi,"76,46",Tinggi
Sumatera Selatan,Kota Pagar Alam,"73,61",Tinggi,"9,43",Sedang,"13,49",Tinggi,"9.683,00",Sedang,"70,45",Tinggi
Sumatera Selatan,Kota Lubuklinggau,"74,67",Tinggi,"9,93",Sedang,"13,55",Tinggi,"14.211,00",Tinggi,"76,19",Tinggi
Bengkulu,Bengkulu Selatan,"72,87",Tinggi,"9,41",Sedang,"13,65",Tinggi,"10.657,00",Tinggi,"71,91",Tinggi
Bengkulu,Rejang Lebong,"73,67",Tinggi,"8,8",Sedang,"14,19",Tinggi,"10.848,00",Tinggi,"72,31",Tinggi
Bengkulu,Bengkulu Utara,"73,03",Tinggi,"8,11",Sedang,"12,91",Tinggi,"11.188,00",Tinggi,"70,28",Tinggi
Bengkulu,Kaur,"72,74",Tinggi,"8,41",Sedang,"13,14",Tinggi,"9.365,00",Sedang,"68,38",Sedang
Bengkulu,Seluma,"72,71",Tinggi,"8,13",Sedang,"13,32",Tinggi,"8.949,00",Sedang,"68,27",Sedang
Bengkulu,Mukomuko,"73,71",Tinggi,"8,56",Sedang,"12,86",Tinggi,"11.075,00",Tinggi,"69,97",Sedang
Bengkulu,Lebong,"72,59",Tinggi,"8,26",Sedang,"12,9",Tinggi,"12.012,00",Tinggi,"68,71",Sedang
Bengkulu,Kepahiang,"72,26",Tinggi,"8,36",Sedang,"13,14",Tinggi,"10.044,00",Tinggi,"69,6",Sedang
Bengkulu,Bengkulu Tengah,"72,46",Tinggi,"7,51",Sedang,"13,46",Tinggi,"10.114,00",Tinggi,"68,99",Sedang
Bengkulu,Kota Bengkulu,"74,43",Tinggi,"11,83",Tinggi,"16,06",Tinggi,"14.924,00",Tinggi,"81,45",Sangat Tinggi
Lampung,Lampung Barat,"73,78",Tinggi,"8,36",Sedang,"12,29",Tinggi,"10.593,00",Tinggi,"69,11",Sedang
Lampung,Tanggamus,"73,87",Tinggi,"7,36",Sedang,"12,31",Tinggi,"10.038,00",Tinggi,"67,86",Sedang
Lampung,Lampung Selatan,"74,22",Tinggi,"7,77",Sedang,"12,64",Tinggi,"10.617,00",Tinggi,"69,63",Sedang
Lampung,Lampung Timur,"73,95",Tinggi,"8,14",Sedang,"12,97",Tinggi,"10.812,00",Tinggi,"71,21",Tinggi
Lampung,Lampung Tengah,"74,17",Tinggi,"7,81",Sedang,"13,04",Tinggi,"12.195,00",Tinggi,"71,6",Tinggi
Lampung,Lampung Utara,"73,91",Tinggi,"8,36",Sedang,"12,55",Tinggi,"9.374,00",Sedang,"68,95",Sedang
Lampung,Way Kanan,"74,11",Tinggi,"7,74",Sedang,"12,43",Tinggi,"9.887,00",Sedang,"68,63",Sedang
Lampung,Tulangbawang,"73,81",Tinggi,"7,57",Sedang,"12,29",Tinggi,"11.552,00",Tinggi,"70,02",Tinggi
Lampung,Pesawaran,"73,8",Tinggi,"7,99",Sedang,"12,62",Tinggi,"8.633,00",Sedang,"67,67",Sedang
Lampung,Pringsewu,"74,33",Tinggi,"8,42",Sedang,"12,92",Tinggi,"11.016,00",Tinggi,"71,61",Tinggi
Lampung,Mesuji,"73,71",Tinggi,"7,11",Sedang,"11,81",Sedang,"8.947,00",Sedang,"65,64",Sedang
Lampung,Tulang Bawang Barat,"74,02",Tinggi,"7,79",Sedang,"12,1",Tinggi,"9.162,00",Sedang,"67,81",Sedang
Lampung,Pesisir Barat,"73,75",Tinggi,"8,7",Sedang,"12,14",Tinggi,"9.102,00",Sedang,66,Sedang
Lampung,Kota Bandar Lampung,"74,53",Tinggi,"10,97",Tinggi,"14,72",Tinggi,"13.092,00",Tinggi,"78,56",Tinggi
Lampung,Kota Metro,"75,14",Tinggi,11,Tinggi,"14,77",Tinggi,"12.618,00",Tinggi,"78,36",Tinggi
Kep.Bangka Belitung,Bangka,"73,03",Tinggi,"8,32",Sedang,"13,11",Tinggi,"13.146,00",Tinggi,"73,66",Tinggi
Kep.Bangka Belitung,Belitung,"72,52",Tinggi,"8,98",Sedang,"11,9",Sedang,"14.365,00",Tinggi,"74,02",Tinggi
Kep.Bangka Belitung,Bangka Barat,"71,91",Tinggi,"7,47",Sedang,"11,73",Sedang,"13.105,00",Tinggi,"70,45",Tinggi
Kep.Bangka Belitung,Bangka Tengah,"73,54",Tinggi,"7,23",Sedang,"12,12",Tinggi,"13.643,00",Tinggi,"71,71",Tinggi
Kep.Bangka Belitung,Bangka Selatan,"71,51",Tinggi,"6,91",Rendah,"11,59",Sedang,"12.627,00",Tinggi,"68,51",Sedang
Kep.Bangka Belitung,Belitung Timur,"73,57",Tinggi,"8,9",Sedang,"11,66",Sedang,"12.536,00",Tinggi,"72,86",Tinggi
Kep.Bangka Belitung,Kota Pangkal Pinang,"75,01",Tinggi,"10,5",Tinggi,"13,19",Tinggi,"16.734,00",Tinggi,"79,93",Tinggi
Kep.Riau,Karimun,"74,58",Tinggi,"8,69",Sedang,"12,61",Tinggi,"12.756,00",Tinggi,"73,51",Tinggi
Kep.Riau,Bintan,"74,82",Tinggi,"8,92",Sedang,"13,44",Tinggi,"14.882,00",Tinggi,"75,7",Tinggi
Kep.Riau,Natuna,"74,15",Tinggi,"9,08",Sedang,"13,93",Tinggi,"15.409,00",Tinggi,"74,21",Tinggi
Kep.Riau,Lingga,"73,45",Tinggi,"7,35",Sedang,"12,63",Tinggi,"12.485,00",Tinggi,"67,44",Sedang
Kep.Riau,Kepulauan Anambas,"73,5",Tinggi,"7,4",Sedang,"13,05",Tinggi,"12.495,00",Tinggi,"70,26",Tinggi
Kep.Riau,Kota Batam,"74,98",Tinggi,"11,19",Tinggi,"13,34",Tinggi,"18.990,00",Tinggi,"82,11",Sangat Tinggi
Kep.Riau,Kota Tanjung Pinang,"74,68",Tinggi,"10,65",Tinggi,"14,15",Tinggi,"16.213,00",Tinggi,"80,23",Sangat Tinggi
DKI Jakarta,Kep. Seribu,"74,89",Tinggi,"9,03",Sedang,"12,66",Tinggi,"13.523,00",Tinggi,"73,39",Tinggi
DKI Jakarta,Kota Jakarta Selatan,"76,02",Tinggi,"11,75",Tinggi,"13,66",Tinggi,"24.975,00",Tinggi,"86,07",Sangat Tinggi
DKI Jakarta,Kota Jakarta Timur,"75,37",Tinggi,"11,88",Tinggi,"14,06",Tinggi,"18.712,00",Tinggi,"84,13",Sangat Tinggi
DKI Jakarta,Kota Jakarta Pusat,"76,34",Tinggi,"11,54",Tinggi,"13,29",Tinggi,"18.202,00",Tinggi,"82,53",Sangat Tinggi
DKI Jakarta,Kota Jakarta Barat,"75,81",Tinggi,"11,23",Tinggi,"12,87",Tinggi,"21.709,00",Tinggi,"83,02",Sangat Tinggi
DKI Jakarta,Kota Jakarta Utara,"75,07",Tinggi,"10,84",Tinggi,"12,67",Tinggi,"19.617,00",Tinggi,"81,11",Sangat Tinggi
Jawa Barat,Bogor,"74,67",Tinggi,"8,37",Sedang,"12,64",Tinggi,"11.153,00",Tinggi,"71,78",Tinggi
Jawa Barat,Sukabumi,"74,65",Tinggi,"7,33",Sedang,"12,38",Tinggi,"9.482,00",Sedang,"68,49",Sedang
Jawa Barat,Cianjur,"74,61",Tinggi,"7,22",Sedang,"12,03",Tinggi,"8.626,00",Sedang,"66,55",Sedang
Jawa Barat,Bandung,"74,92",Tinggi,"9,1",Sedang,"12,73",Tinggi,"11.018,00",Tinggi,"73,74",Tinggi
Jawa Barat,Garut,"74,66",Tinggi,"7,84",Sedang,"12,16",Tinggi,"8.685,00",Sedang,"68,11",Sedang
Jawa Barat,Tasikmalaya,"73,87",Tinggi,"7,96",Sedang,"12,63",Tinggi,"8.562,00",Sedang,"67,76",Sedang
Jawa Barat,Ciamis,"74,96",Tinggi,"8,09",Sedang,"14,29",Tinggi,"9.750,00",Sedang,"72,05",Tinggi
Jawa Barat,Kuningan,"74,91",Tinggi,"7,89",Sedang,"12,26",Tinggi,"10.011,00",Tinggi,"70,72",Tinggi
Jawa Barat,Cirebon,"74,71",Tinggi,"7,64",Sedang,"12,41",Tinggi,"11.128,00",Tinggi,"70,95",Tinggi
Jawa Barat,Majalengka,"74,73",Tinggi,"7,52",Sedang,"12,26",Tinggi,"10.340,00",Tinggi,"69,13",Sedang
Jawa Barat,Sumedang,"75,04",Tinggi,"8,73",Sedang,"13,01",Tinggi,"11.136,00",Tinggi,"73,18",Tinggi
